gene	log2FoldChange_ov90_30minProt	pval_ov90_30minProt	log2FoldChange_ov90_120minProt	pval_ov90_120minProt
SCAMP3	-0.011149494	0.8631161940000001	0.128967988	0.118082899
MLLT3	-0.028287028	0.86372958	-0.154042661	0.28941259199999997
STMN3	-0.011673382	0.864136163	0.070445581	0.37405200899999996
ARL5B	0.012871265	0.864509566	0.11981967199999999	0.146589249
KIAA1217	0.022291316000000002	0.86459768	-0.066988516	0.49922806799999997
NKAP	-0.019982556999999998	0.864830663	-0.203058328	0.051210695
PTP4A1	0.008071583	0.8648436620000001	0.091715387	0.23298243899999999
U2AF2	-0.010762993	0.8657947640000001	-0.09279035	0.147222451
ASAH1	0.016390338	0.86591133	0.17432552699999998	0.053260735999999996
EGLN1	0.009249287	0.866142401	0.074585836	0.340143838
CLTC	0.008518886	0.866271673	-0.031333747	0.6816354720000001
FGFR1OP	0.03373163	0.866522591	-0.190750294	0.30743886800000003
ERLEC1	-0.023999361	0.866806284	0.146527938	0.09310979800000001
GNAI2	0.018004468	0.866853118	0.08386949	0.40854988
SLC25A10	-0.026119552	0.8675573320000001	0.57454155	0.026972891000000002
PIPSL	-0.016419249	0.867881564	-0.17378543600000002	0.20684226600000002
CCDC138	0.020939173999999998	0.8681958809999999	0.057461945	0.532936877
TMEM168	0.023924375	0.8683056859999999	0.346106869	0.035483127999999996
PRDX5	-0.01127165	0.8686118429999999	0.106251124	0.155977551
XRCC6BP1	-0.012789771	0.86865585	0.046549887000000005	0.565675913
PYROXD2	0.013713484	0.8688815809999999	0.10689722199999999	0.16941846300000002
COL12A1	0.01642087	0.8688976270000001	0.012614173999999999	0.8875734259999999
NUP214	-0.037979538	0.869280018	-0.162266942	0.47884563700000005
SNX12	-0.01052719	0.869391525	0.043425883	0.5090411220000001
COA3	0.013986891999999999	0.869420298	0.46069011600000004	0.032759381000000004
PABPC4	-0.012422118000000001	0.869640615	-0.026527605	0.674895004
TFEC	0.019562595	0.8697726459999999	-0.012097375	0.915559055
BAP1	-0.01292619	0.8699731140000001	0.046370989	0.629451755
NEU1	0.014777615	0.8700712840000001	-0.009305579	0.9228527
TNFRSF10B	0.009455748	0.8700963490000001	0.045264091	0.585065014
MUC16	-0.056654906	0.870331471	-0.38703614399999997	0.334335172
ODC1	-0.028127886	0.8704659920000001	0.023838405	0.8829136259999999
GPS2	0.012719833	0.870572947	-0.036790046	0.607866858
TMEM243	-0.009598421999999999	0.870591248	0.121964134	0.230080788
PLCB3	0.008462235	0.870803296	-0.045430726	0.460937117
MLEC	0.035968047999999996	0.871288561	0.47445450200000006	0.02366491
NUP210	0.010432778	0.871629005	0.023986152	0.7867469909999999
DPH7	-0.00864415	0.87168259	0.073026989	0.264875387
RPGRIP1	0.021782086000000003	0.871699698	0.115498596	0.239446543
TEX2	-0.010045627	0.871975981	-0.064936037	0.40179848799999995
SDHB	-0.029856947999999998	0.8720186609999999	1.066141398	0.0005134369999999999
KDELC1	0.010719075	0.872067965	0.014572294	0.8245392159999999
ZFPL1	0.011075709	0.87213624	0.206565317	0.022447875
DCTN5	-0.008329159000000001	0.872381746	-0.012303228999999999	0.8686357170000001
CWC15	0.014759008	0.872482029	-0.181626741	0.041481598
MAP4K3	0.010943778999999999	0.8726691240000001	0.026796526	0.7546622359999999
TMA16	0.021189802999999997	0.872863211	-0.186277186	0.21642497800000002
RAB24	-0.012235468999999999	0.872940706	0.156449477	0.12073458699999999
SRBD1	-0.029802555	0.873070847	-0.108760925	0.624983682
GOLPH3	0.014126965	0.8731377379999999	0.120627217	0.179190037
PFDN2	-0.013694037	0.873553158	0.134538873	0.277600695
TRAF3IP1	-0.014862429	0.873633312	-0.181348974	0.045565542
FAM126B	0.033474861	0.873949601	-0.017342395	0.9325877929999999
PEX1	0.008270590999999999	0.874307816	-0.016244472	0.8020628590000001
PRKD1	-0.022844682	0.8743437759999999	0.059855487	0.5206215120000001
KIF22	-0.014256813	0.8746564309999999	-0.17832826300000001	0.037756926
DUSP12	-0.011354835	0.87479139	0.019624086000000002	0.7473083770000001
PNN	0.015653812	0.875279438	-0.21049585399999998	0.012300463000000001
PLXNB2	0.009883508000000001	0.87537047	0.19417916699999999	0.053343665
HDAC3	-0.011803186	0.8755963520000001	-0.06151996	0.389802476
ZC3H7B	-0.013036991000000001	0.875665391	-0.09637487199999999	0.35076887100000004
CEBPB	0.015954786000000002	0.8758914329999999	-0.26359519800000003	0.021332319
FGD4	0.041536265	0.875894354	-0.115523834	0.532858877
PKMYT1	0.019074024	0.876233771	0.012416938999999998	0.915465577
ARHGAP26	0.008337677	0.8765621570000001	-0.031323998	0.654495657
AIMP2	-0.042159243	0.876564931	0.12757951	0.545038491
ZBTB33	0.043942597	0.8770337890000001	-0.24601226399999998	0.252272078
RTN4R	0.019811708	0.877417694	-0.041580476	0.688124031
GLB1L2	0.011332428	0.8775842490000001	0.140841548	0.140242329
RELA	0.007500786	0.877890385	-0.004113647	0.9483702970000001
TLE1	-0.010981436	0.877912855	0.059640882	0.48364147
SDHAF2	-0.021502694	0.878065523	-0.048388408	0.6324398370000001
ACTR6	-0.017588393	0.878069448	-0.140659647	0.34172601399999997
KPNA6	-0.010835141000000001	0.8786497659999999	-0.137198818	0.10009021900000001
MFN2	-0.015162705	0.87883103	0.042758567000000004	0.688615045
MAP1LC3A	0.018864858	0.879347595	-0.11926246300000001	0.150349501
NDUFAF4	0.014907006	0.879419707	0.098482104	0.423675151
ZMPSTE24	-0.030974467000000002	0.879470654	0.40910794	0.034141407
PREPL	-0.010186927	0.8795024490000001	0.038013253	0.626242704
LYRM2	0.008624943000000001	0.879728444	0.044469767	0.6223006879999999
TM9SF4	0.019008108	0.8797501959999999	0.369980884	0.023489906
VPS39	0.008393372	0.879804409	-0.016821592	0.7843081559999999
FYN	-0.030323385	0.879917573	-0.056487983	0.7458968359999999
ARR3	-0.019551144	0.880364787	0.025615895	0.86783194
SF3B1	-0.015610603999999998	0.880453358	-0.11961867300000001	0.166762255
CDC7	-0.028701967000000002	0.880539568	-0.026326374	0.8901022270000001
HERPUD2	-0.014815135	0.880596954	0.155049206	0.045563945
ZZEF1	-0.0072864159999999996	0.880852678	-0.089006104	0.238935972
NCAPG	-0.014568807	0.880961285	-0.173181107	0.164844546
LONP1	-0.01030628	0.8813079070000001	0.17278647600000002	0.024517518999999998
CTNND1	0.016818315	0.8814583429999999	0.17343608100000002	0.134844353
TMX3	0.015073035	0.8815952359999999	0.055588067000000005	0.617343269
ZNF816	0.015123912	0.882123223	-0.127855819	0.36960076299999994
DPH2	0.014388498000000001	0.8822172079999999	0.12389116900000001	0.217012717
FHL3	-0.011639057	0.8823063809999999	-0.105374715	0.152890987
ATP2B2	-0.016226963	0.882366875	0.136516321	0.133898497
KIF4A	-0.013688799	0.8829379740000001	-0.010723768	0.9224064820000001
PPT1	0.014069368999999998	0.883433943	0.10803984900000001	0.24034397600000001
S100A14	0.012917063999999999	0.88356258	0.109324995	0.123233569
EHBP1L1	-0.018984455	0.8844440790000001	0.10324888800000001	0.365986456
APOBEC3B	-0.020618216	0.8847288090000001	-0.14654584	0.247424797
GIF	-0.01550642	0.884856416	0.110463945	0.316295349
PGRMC2	-0.018354918	0.8851	0.18175242100000003	0.169633022
ERP29	-0.009329044	0.8854828659999999	0.15193936	0.047667260999999995
SHB	0.01821118	0.885549557	-0.020415842	0.8672440109999999
WDR26	-0.012543485	0.885650312	-0.069148524	0.323019783
DFFA	0.008753556	0.8857077640000001	0.037796329	0.555207731
KIFC3	-0.0193295	0.8857432670000001	-0.164510816	0.132209354
COBL	0.010000371	0.885864139	-0.177022354	0.073608728
NGRN	-0.0073503	0.8861102940000001	0.03687066	0.5511211020000001
TXNDC9	0.009057802	0.88626391	0.026683641	0.8064991420000001
PSPC1	0.008492738	0.886685449	0.18753420399999998	0.031607623
HDAC4	0.008359921999999999	0.887024301	0.102583001	0.192481522
EXOC3	-0.0077630830000000005	0.887238065	-0.076076714	0.245303683
PROX1	0.025131032999999997	0.887534127	-0.23005883100000002	0.241074392
PSMD10	-0.014038822	0.88761799	0.020356178	0.8859872679999999
SETD1B	-0.009171832	0.8878903920000001	-0.292866974	0.07352730099999999
RAB11A	0.008943546	0.8880669170000001	0.167498118	0.127951245
BCAR1	0.007084386	0.888317613	-0.024450128999999998	0.713502451
MBD4	-0.011422218	0.888414037	-0.12199118800000001	0.30096317
NCSTN	-0.010337738	0.888434233	0.168223233	0.14409708699999998
FKBP15	-0.007416695	0.888437887	0.012554416	0.8597237320000001
PHF10	0.017903496	0.888474555	-0.06488551599999999	0.656959391
ANTXR1	-0.012256201999999999	0.888880863	-0.018845945	0.835346345
HSBP1	0.0099434	0.888956787	-0.120248189	0.207572528
UBE2J1	-0.011414964	0.888997558	0.027301272999999997	0.792827618
METTL22	0.011984723000000001	0.8890990059999999	-0.28924737699999997	0.010022436
SLC25A3	-0.016233223	0.889251963	0.7918475509999999	0.0066228269999999995
RMDN1	0.013491108	0.8896147240000001	0.086504093	0.39718841
TOMM70A	-0.015571316000000002	0.889759298	0.45174836799999996	0.014516243
POM121	-0.014549918	0.8898440740000001	-0.22860239699999998	0.024017377000000003
TRIP6	0.014684363	0.89014992	-0.026688472999999997	0.81445873
KHDRBS3	-0.015354993999999999	0.8902965190000001	0.021276437000000002	0.8110554409999999
TRAPPC6B	-0.012384751999999999	0.890484084	0.0007671889999999999	0.9918214940000001
LSM4	0.022675526	0.890678713	-0.160519457	0.229828137
SCFD1	-0.0126415	0.8908058609999999	0.14425032599999998	0.148397376
ITSN2	0.039304813	0.8908327640000001	0.064974032	0.774965687
RTN2	0.009723861	0.8908496709999999	-0.025679847999999998	0.7357045320000001
FAM89B	-0.028095573999999998	0.8909879620000001	0.102858525	0.57418975
TMED2	0.015452176000000001	0.8911134279999999	0.261217635	0.075687235
BICC1	-0.008690316	0.891262855	0.053348037	0.470223347
NYNRIN	0.01652921	0.8914191920000001	-0.008170505	0.9480021209999999
RGPD5	-0.037089041	0.8915765390000001	-0.151226369	0.548183999
DEAF1	-0.02071468	0.8917158279999999	-0.086860009	0.473492729
NENF	-0.009826848000000001	0.891815583	0.125892159	0.057726948
ZIC2	0.011510855	0.8919311320000001	-0.269931508	0.036789813
SART3	-0.011887908	0.891938473	-0.037198154	0.7721598709999999
CLCA1	0.020393044	0.8922983	0.080527408	0.5798318729999999
ZCCHC10	-0.04599081	0.8929075209999999	-0.277896144	0.327939692
DPP4	0.012269614	0.8930316509999999	0.303115438	0.044303731
AURKAIP1	0.014859074	0.89306616	0.060265637000000004	0.645914825
TSFM	-0.00893057	0.893426486	0.087355487	0.249615375
KIF2C	0.012796668	0.893671985	-0.015676201	0.871747222
DERL2	0.024969869	0.8937073740000001	0.41349541700000003	0.043147674000000004
SNAP23	-0.020974381	0.893850202	0.093844242	0.550007887
C18orf21	0.03440494	0.893887298	-0.381397318	0.08533090300000001
MCM2	-0.013308747	0.8939939	0.096110234	0.263995254
MAP4K4	-0.00707315	0.8941561109999999	0.11891332	0.130577426
RPS25	0.013731700000000001	0.89427844	-0.022896744	0.8453062309999999
SUPT20H	0.012689212	0.8943453020000001	-0.096732835	0.11745269300000001
ATF7IP2	0.008134465	0.894562933	0.04680113	0.507689261
BCOR	-0.02045309	0.894625013	-0.19334263399999999	0.22878271
FAM60A	0.020014013	0.894628048	-0.116198913	0.32278603
CROCC	-0.00844536	0.8948743570000001	-0.0864803	0.224482657
WAC	0.0076320369999999995	0.8949592759999999	0.017820914	0.779611521
SUMO1	-0.059560934	0.89517784	-0.078400834	0.877122218
NUCKS1	-0.024555685	0.895272265	0.17427646	0.378183651
MPST	0.006494516999999999	0.89537328	0.016892386000000002	0.777018887
FNIP2	-0.017297745	0.895673195	-0.091713221	0.35990038700000004
TMED9	0.014013288	0.895780963	0.265046312	0.053644322
EXOC7	0.0065868030000000004	0.896435992	0.028198231	0.66138007
TMCC3	-0.007242618	0.8964969220000001	-0.079854012	0.21971060899999997
RPS19BP1	0.026751276	0.896525272	-0.263311088	0.074636729
COMT	0.013779676000000001	0.89653081	0.138710805	0.197509115
METTL17	-0.013702899	0.8968104379999999	0.026162316	0.8303976829999999
COA1	0.015047513	0.897315885	0.801498596	0.0027179770000000003
STRA6	0.029072547	0.8973668570000001	0.21837642699999998	0.27016787600000003
HEXA	0.015255285	0.8973981520000001	0.112900816	0.323132591
TERF2	-0.019284521000000002	0.897554532	-0.064924597	0.622348812
TCF7L1	-0.023949087	0.897647313	-0.019409709	0.931738774
SDE2	-0.022051161	0.897733845	-0.43312640399999996	0.004373996
RPP40	-0.023766137000000003	0.898242487	-0.255920761	0.081426323
WEE1	0.011696167	0.898246008	-0.045434089000000004	0.539870862
NAGA	-0.010506326000000002	0.89827227	0.063813364	0.38096041399999997
CHMP4C	-0.007887822	0.8983574459999999	-0.09987631699999999	0.162317826
YIPF6	-0.007389245	0.8984870999999999	0.052265768	0.47669573200000004
SIX5	-0.017331756	0.898808898	-0.061323302999999996	0.6595272670000001
ENC1	-0.009869075	0.899197734	0.086984306	0.349275895
CHAC2	0.011152542	0.899446078	0.044344670999999995	0.550733235
SERPINI1	-0.011376236999999999	0.899872986	0.0032671959999999996	0.965581879
SPTLC1	0.009503354	0.9001344990000001	0.006429036999999999	0.93989477
CASP9	0.007652702	0.900327786	-0.041821775	0.530018685
ORAI2	0.015739476000000002	0.9006245390000001	-0.042748	0.710587382
PACSIN3	-0.007499449	0.900718703	-0.133282901	0.09205091800000001
CD44	0.007750641	0.9007826109999999	0.163290771	0.113394097
METTL4	0.012866508	0.9011593370000001	-0.060720397999999995	0.573763648
U2SURP	-0.014181873000000001	0.9013909459999999	-0.11551202099999999	0.17384317
IMMP2L	-0.012614532	0.901495177	0.589906507	0.0035535259999999996
BZW1	-0.011695158999999998	0.901602577	0.154029439	0.22412808899999997
TTC26	0.007299448	0.9017971859999999	-0.079732303	0.251966713
GTF2F2	-0.006294071	0.902256112	0.09463063	0.167213437
PRPF38B	-0.008113625	0.9025175740000001	-0.068492493	0.36739087299999995
NCAPD3	-0.01281981	0.902667661	-0.150876813	0.261733671
ZNF131	0.026417077999999997	0.902858342	-0.09331339999999999	0.656253524
AP2A2	0.014715352	0.9028882020000001	-0.019573027	0.856388048
SEC61A2	-0.013613878000000001	0.903485028	0.089666002	0.42223015700000005
HAUS2	-0.005981348	0.9035651920000001	-0.080342056	0.269456834
MED22	-0.008124074	0.9037476000000001	-0.040070242	0.617644211
PRKCSH	0.010940852	0.903896648	0.032078051	0.723034521
TRRAP	-0.009625756999999999	0.9041382579999999	-0.043907231	0.6401895329999999
RPS21	-0.00658357	0.904205282	0.018008508	0.794172662
L3HYPDH	-0.008881906	0.9043378759999999	0.042956325999999996	0.5840111370000001
LIN9	0.010467915999999999	0.904428468	0.059292754	0.529992495
COQ2	-0.020262685	0.904687857	0.698243795	0.01288758
PPP4C	-0.005909731999999999	0.904709271	0.016194871	0.803382649
MDH2	0.009685087	0.9047208959999999	0.145537145	0.107346725
PDGFRA	-0.007979736999999999	0.9048915270000001	-0.104753921	0.343915664
C2orf47	0.011989406999999999	0.9050904009999999	0.12273889699999999	0.247226098
RGPD3	0.056319137000000005	0.905217233	-0.271934746	0.570662683
ZFYVE19	0.0067854230000000005	0.90529909	0.027155667	0.705270521
EDEM3	0.008652726	0.9053124770000001	-0.015607471999999999	0.8373267520000001
ARHGAP21	-0.027214821	0.9054268609999999	-0.12446107099999999	0.522780421
ATG16L1	0.005713794	0.905679371	-0.03444285	0.585985461
CA4	0.04836918	0.905783344	-0.327814871	0.283235704
APBB2	0.011681381999999999	0.905950595	0.181845619	0.027401512000000003
DEF6	-0.020105221	0.906140827	-0.384982645	0.033764526
CLINT1	0.012518053000000001	0.906537642	-0.17954959	0.119328975
NBR1	0.0217206	0.9065962120000001	-0.184360282	0.254625121
RCN3	0.007922889	0.906969371	-0.027510296	0.710216003
HIVEP2	0.014057911000000001	0.9070621459999999	-0.15314767699999998	0.238306701
CHRAC1	0.024010014	0.907358012	-0.314465617	0.192677816
BAG4	0.01888918	0.9075676779999999	-0.18665436600000002	0.197690027
PLEKHA5	0.026446502	0.9076114759999999	0.162232813	0.341209019
ELL2	0.00625783	0.907948025	0.043681538	0.5143108829999999
CCNT1	0.006676306	0.908150938	0.124194896	0.06338524799999999
TNFAIP8	-0.006210886999999999	0.90837011	0.013965213999999998	0.8750518420000001
MBD2	-0.00874861	0.9084386440000001	-0.211471312	0.041498999
MXI1	0.009437418000000001	0.9085702959999999	-0.220673695	0.077962863
AK3	0.011899564	0.909132238	0.134959589	0.155635079
NAT14	0.016165258999999998	0.909522493	0.175229603	0.237035293
CSNK1G2	0.013378658	0.909677915	-0.093032415	0.299423528
IDUA	0.018738143	0.909732915	-0.020009331	0.926692073
PALM	0.025068107000000003	0.9100766779999999	0.031268303	0.872131917
MTBP	-0.007513255999999999	0.9101911970000001	-0.09962167699999999	0.184246916
PTRH2	-0.015336269	0.91035041	0.194339118	0.116910525
GGH	-0.007355866	0.91043934	0.07256702599999999	0.276642608
RMI1	0.020071198999999998	0.9104853209999999	-0.138488021	0.465641243
TMEM194B	-0.010877548	0.910882361	-0.13881997599999998	0.105061975
IRF2BP2	0.006213779	0.910958961	0.039290585	0.582395806
ZC3HC1	0.013010571	0.911110865	-0.030603626000000002	0.78189003
TIMM44	-0.008114435	0.911317507	0.106342238	0.177245443
TCF12	0.024081564	0.911639119	-0.092643435	0.495959627
MPZL3	-0.009322685	0.9117906729999999	0.065956436	0.332834891
ZNF597	0.021418337000000003	0.912016398	-0.24134862399999998	0.15463006599999998
PLEKHH3	-0.006528157	0.9120743590000001	-0.032681101000000004	0.66271666
SRSF2	0.005558647	0.912289514	-0.079984157	0.24590263199999998
TSPAN13	-0.007502804	0.912400705	0.251678732	0.004785396
DNAH5	-0.01642186	0.9124310990000001	0.131144265	0.311217284
EPHA2	-0.007670547	0.912439783	0.217430055	0.08261721799999999
PROM1	0.006903258000000001	0.912591748	0.136453613	0.155022252
SIPA1L2	0.024587185	0.912614532	-0.15911296	0.382133677
MFSD3	-0.015498121	0.9129448459999999	0.122803286	0.224351875
NMD3	0.00784954	0.912981403	0.00474724	0.9465976909999999
TM9SF3	-0.015121421999999999	0.9131101420000001	0.45712087100000004	0.018580545
ZDHHC5	-0.021387713	0.9131527340000001	0.11610583099999999	0.47666317700000005
GNB2	0.011562256000000002	0.9132914320000001	0.081802423	0.430814084
BUB1	0.010433565	0.9133352840000001	0.053017192000000005	0.518504779
SDF4	0.00641361	0.913343254	0.055285449	0.427729363
IGF2BP2	-0.014850967	0.9135470459999999	-0.07798588299999999	0.620309138
ZKSCAN8	-0.007830861	0.9136648470000001	-0.17613845600000003	0.074680119
TRAIP	0.029454191	0.9137645190000001	-0.238708406	0.282908101
PHLDB1	-0.010426875	0.9138661579999999	-0.051124527999999995	0.514050807
KARS	0.023408645	0.913870573	0.182357543	0.26540006899999996
C12orf29	0.016840352	0.9143848040000001	0.07630484	0.617611711
CDC42EP2	0.02921067	0.9147240609999999	0.17419491899999998	0.421928478
TACC1	0.008237021	0.91496807	0.123346601	0.07183057400000001
DNAJA1	-0.008362024000000001	0.915201895	-0.08218972	0.258578238
MTOR	0.006211601999999999	0.91528643	-0.010541778	0.86594969
GCNT3	0.013811998	0.9154254890000001	0.076356596	0.576919129
RPL23	0.0059079269999999994	0.915643711	0.027505134	0.687701612
DYNC1I2	0.005464281999999999	0.916727455	0.013824919	0.874683935
NCOA6	0.007143268	0.916953308	-0.075555124	0.265848863
RAI1	-0.015967343999999998	0.9169767740000001	-0.15258265699999998	0.43486007600000004
UFSP2	-0.010346207	0.917245703	0.259562896	0.025473787
PKP2	0.010439120999999999	0.917441616	-0.112416161	0.344946411
ZBTB9	0.020695281	0.9177502670000001	-0.401128476	0.001062971
CBLL1	0.024992679	0.917835915	-0.105107937	0.386985356
SDCBP	-0.014822443999999999	0.9182286279999999	-0.16918001300000002	0.091491536
SNRNP27	-0.02936424	0.918502706	-0.124979873	0.595886108
RFT1	0.015815016	0.9186078670000001	0.169814987	0.171216179
TTI1	0.00646374	0.919262637	-0.058943033	0.45957332
ANKS1A	-0.006143414	0.919265248	-0.013656198	0.84861834
LENG1	-0.006221066	0.9192911509999999	-0.055742960999999994	0.387529964
UBE4B	-0.004822704000000001	0.9196097190000001	0.013979499999999999	0.815597825
TUBA4A	-0.005713965	0.9201090120000001	-0.10681941800000001	0.139809465
RPS11	-0.015890446000000003	0.9207960690000001	-0.090255875	0.6286752320000001
RARS	-0.023625435	0.9211157409999999	0.162664166	0.364192235
SEC22A	0.005267568	0.921236293	0.058126545999999994	0.535426136
CLPTM1	0.013561354	0.921299051	0.100455131	0.36397251399999997
HEXB	-0.010807907	0.92158967	0.15558675800000002	0.11213558900000001
WDR7	-0.022391132	0.921686102	-0.03125874	0.898626024
MED7	-0.009067466	0.921705813	-0.008694454	0.91511688
LSM6	0.020691658	0.92198956	-0.290117022	0.068694687
RBM25	0.008562309	0.9224732259999999	-0.11813191699999999	0.10127755699999999
LEPREL1	0.006420694	0.922809698	-0.05065183	0.543653325
STT3B	0.020088693	0.922937716	0.427016629	0.032477951
SQLE	-0.00871065	0.922954481	0.031460443	0.72452557
RABEP2	0.005696113	0.9232763959999999	0.008934941	0.89203017
UBXN4	0.007974966	0.923910552	0.07236690700000001	0.36519897799999995
TMEM128	-0.012255916	0.924473399	0.450256713	0.021494347
TRIM44	0.007641444	0.9246375040000001	0.130526334	0.20612863899999997
NACC2	0.015899413	0.925204019	0.013900373999999998	0.92545874
EHMT1	0.009720806	0.9255968590000001	-0.148774077	0.20853096699999998
COQ5	-0.006108751999999999	0.9259118709999999	-0.0049397420000000004	0.949588323
ITGAV	0.0055581580000000005	0.9260393459999999	0.1175133	0.230394027
CHD1L	-0.006339411999999999	0.92623114	0.009425015	0.8982066959999999
DHX34	-0.006738333000000001	0.926862016	-0.20617823899999999	0.010230936
MFSD10	0.007163784	0.927056587	0.09887542699999999	0.433461528
TCOF1	-0.022663297000000002	0.92707011	-0.241929349	0.321254995
APH1A	0.006993052	0.927071668	0.188768455	0.124722247
FBXO9	0.006077954	0.927334762	0.014760916	0.822344672
AAR2	0.006225116	0.927539309	0.014743216000000002	0.874014775
ABL1	-0.008607965	0.927816972	-0.029451261	0.738686015
NCBP2	0.007252705	0.928230905	-0.288507483	0.012065343000000001
CEP70	-0.011659033999999999	0.928284691	-0.213028788	0.117450852
ARMC6	-0.0052305	0.9284986140000001	-0.006274923000000001	0.9409301790000001
OSBPL11	0.007448459	0.928648611	0.178813511	0.050528143
P4HB	0.007674426999999999	0.928937047	0.181501178	0.026041436
PRKAR2A	-0.013100971999999999	0.9289583570000001	0.1006857	0.372451906
CCNY	0.014451595	0.929018659	-0.019615911	0.884786738
RPP30	0.014117808999999999	0.9295544990000001	-0.201396281	0.098559724
MARK3	0.012222123	0.929621362	-0.18524143899999998	0.058108256
ASB2	-0.026672235	0.929654509	-0.365168774	0.096961035
OTUD6B	-0.00439056	0.929873848	0.050074020999999996	0.420726345
ALG5	-0.009437411	0.9300312540000001	0.156282781	0.140054892
PRIMPOL	0.01659365	0.9301205359999999	0.24455723	0.181052822
MAD2L1BP	-0.006232606999999999	0.930141815	-0.014215812	0.885252943
MYO9B	-0.005271382	0.930232811	-0.062017398	0.402672042
CHTF18	-0.015863754	0.9303432009999999	-0.153161535	0.33452936899999997
STAU2	0.014797808999999999	0.9305853629999999	-0.036355978	0.848337075
SHC1	-0.004359895	0.930613137	0.010004536	0.885623264
CDC42EP1	-0.007573833	0.930700623	0.026018118	0.661048125
ANKRD17	-0.005750033000000001	0.930820592	0.023700505	0.7654089890000001
IFNAR1	-0.007099944	0.9311297479999999	0.048180117	0.50201175
JAG1	-0.006290881	0.931364883	0.13519820000000002	0.183279401
ITGA5	0.008294823	0.932318867	0.125184308	0.23797084
FAM175A	-0.019263505	0.932435969	-0.15164695	0.541910181
CDR2	-0.031956069	0.932483222	0.10259221199999999	0.6995991890000001
NUDCD1	-0.004453315	0.9325214359999999	-0.014860957	0.8332612970000001
C17orf75	-0.004757884	0.932890643	0.018443193	0.7550084909999999
SEMA4B	0.009771528	0.9330671999999999	0.09984113	0.382840887
KCTD5	-0.006058806999999999	0.933329345	0.045151384	0.533069837
TMEM87B	-0.012022359	0.933470653	0.24557745600000003	0.156881934
CLN5	0.0057697880000000005	0.93368787	0.131784306	0.120823973
HELZ2	0.005765395	0.933996611	-0.09062726199999999	0.205059447
CCDC126	-0.011874978999999999	0.934179797	0.26280685	0.039868113999999996
FAM160A1	-0.016432144	0.9343410390000001	-0.060187798	0.6807847090000001
TLE3	-0.007821014	0.934358117	-0.071893553	0.39168755299999997
ASTE1	0.00767325	0.93443302	-0.090728877	0.37869079899999997
TM7SF2	-0.010667946000000001	0.934585135	0.010423626	0.929134501
TAX1BP1	0.011413135	0.934665298	-0.137623141	0.250290735
RCOR3	-0.004972008	0.934666917	-0.114481402	0.144639926
SLC44A1	0.006651616999999999	0.93484986	0.192811283	0.047239107
SLC33A1	0.011821709	0.9348946890000001	0.211528322	0.06752333099999999
MAGT1	-0.013987893000000001	0.934988695	0.313866194	0.070995401
MFSD12	-0.006856969	0.93528787	0.028015246	0.69457534
TYRO3	-0.0062020719999999994	0.9354842790000001	0.039979751	0.557739822
ATP5S	-0.00941477	0.935545669	0.09574717099999999	0.293909027
DHX38	0.005121703	0.9360076340000001	-0.11221258	0.248183478
YTHDF2	-0.006365049	0.9361243640000001	-0.083981494	0.274375031
HSD17B12	0.008282408	0.936346737	0.136279454	0.191559366
KCTD9	-0.0056015909999999995	0.936424423	0.022701337000000002	0.7928734540000001
STEAP3	-0.015713102	0.9367617009999999	0.35284474200000004	0.032221504
LMBR1	0.009010246	0.936766949	-0.045116915	0.641455847
MUC13	0.01829536	0.936858533	0.00521546	0.9800858640000001
SHROOM2	0.020849388	0.9370067129999999	-0.164388319	0.445841924
TOLLIP	-0.008278713	0.937034886	-0.106275792	0.235261715
DNAJC13	-0.004061592	0.937040819	0.10982483900000001	0.167312024
ITM2C	-0.004906763	0.937186298	-0.034636658	0.6588111560000001
MED27	0.005244242	0.938109144	-0.002510708	0.972981457
CPT1A	-0.005961643000000001	0.938316277	0.009858977	0.885889897
CXorf56	0.008100663000000001	0.938578274	-0.31046196	0.002628487
GFM1	-0.0071221769999999995	0.938687466	0.073252421	0.42915691
SNX27	-0.006948416999999999	0.9388662870000001	0.04742226099999999	0.5615031229999999
ZCCHC24	-0.014825758999999999	0.9391051429999999	0.10490309800000001	0.62202338
ZNF143	0.009273776999999999	0.93929955	0.026922496	0.812691563
ZC3H8	0.005895666	0.9393698340000001	-0.18396806300000001	0.018970546
RABGAP1L	0.006469623000000001	0.939544646	-0.142206532	0.076889731
MLX	-0.012350793	0.939639694	-0.141912481	0.37352923899999996
RECQL4	0.004202776	0.939724507	-0.085588086	0.189476641
PBX3	0.012681515	0.940184303	-0.07608129200000001	0.657543066
TRIM56	0.005133409	0.940250303	-0.089373315	0.347818655
SIPA1L1	0.01655942	0.940362633	-0.211872228	0.15022956
COQ4	0.006815459	0.940868068	-0.022515728	0.7516434340000001
DHODH	-0.007484057	0.9409226140000001	0.065695461	0.49660813299999995
FURIN	0.004432011	0.941156225	0.071165737	0.357262016
CCDC167	0.005327286999999999	0.941384181	0.192019064	0.101021234
GRTP1	-0.00414291	0.9416574759999999	-0.11762150199999999	0.113310792
MEIS2	-0.014052793999999999	0.9421150620000001	0.067230822	0.7031343529999999
AGO2	-0.004352066	0.942670239	-0.037738572000000005	0.550274854
AGMAT	-0.006475258	0.9427810179999999	-0.026665056	0.783297253
GID8	0.003763728	0.942786453	-0.006565097	0.913291966
CYB5A	0.004878546	0.942915838	0.229801182	0.051648583
